iter	Passed	Remaining
259	483	1377
260	484	1372
261	485	1368
262	487	1365
263	488	1361
264	489	1357
265	490	1353
266	491	1349
267	492	1345
268	493	1341
269	494	1337
270	495	1333
271	496	1329
272	497	1325
273	498	1321
274	499	1318
275	500	1314
276	501	1310
277	502	1306
278	504	1302
279	505	1298
280	506	1294
281	507	1291
282	508	1287
283	509	1284
284	510	1280
285	511	1276
286	512	1272
287	513	1268
288	514	1265
289	515	1262
290	516	1258
291	517	1255
292	518	1251
293	519	1248
294	520	1244
295	522	1241
296	523	1238
297	524	1235
298	525	1231
299	526	1228
300	527	1224
301	528	1221
302	529	1217
303	530	1214
304	531	1210
305	532	1207
306	533	1204
307	534	1200
308	535	1197
309	536	1194
310	537	1190
311	538	1187
312	539	1184
313	540	1180
314	541	1177
315	542	1174
316	543	1171
317	544	1167
318	545	1164
319	546	1161
320	547	1157
321	548	1154
322	549	1152
323	550	1148
324	551	1145
325	552	1142
326	553	1139
327	554	1136
328	555	1133
329	556	1130
330	557	1127
331	558	1124
332	559	1121
333	560	1118
334	561	1115
335	562	1112
336	563	1109
337	565	1106
338	566	1103
339	567	1101
340	568	1098
341	569	1095
342	570	1092
343	571	1089
344	572	1086
345	573	1083
346	574	1080
347	575	1077
348	597	1115
349	604	1121
350	607	1123
351	608	1120
352	609	1117
353	610	1114
354	611	1111
355	612	1108
356	613	1105
357	615	1103
358	616	1100
359	618	1098
360	620	1097
361	621	1095
362	622	1093
363	624	1090
364	625	1087
365	626	1085
366	628	1083
367	629	1080
368	630	1077
369	631	1074
370	632	1071
371	633	1068
372	634	1066
373	635	1063
374	636	1060
375	637	1057
376	638	1055
377	639	1052
378	640	1049
379	641	1046
380	642	1043
381	643	1041
382	644	1038
383	645	1035
384	646	1032
385	647	1030
386	648	1027
387	649	1024
388	650	1022
389	651	1019
390	652	1016
391	653	1014
392	655	1011
393	656	1009
394	657	1006
395	658	1003
396	659	1001
397	660	998
398	661	995
399	662	993
400	663	990
401	664	988
402	665	985
403	666	982
404	667	980
405	668	977
406	669	975
407	670	972
408	671	970
409	672	967
410	673	964
411	674	962
412	675	960
413	676	957
414	677	955
415	678	952
416	679	950
417	680	947
418	681	945
419	682	942
420	683	940
421	684	937
422	685	935
423	686	933
424	687	930
425	688	928
426	690	926
427	691	923
428	692	921
429	693	919
430	694	917
431	696	915
432	697	913
433	699	911
434	700	909
435	701	907
436	702	905
437	704	903
438	705	901
439	707	900
440	708	898
441	710	896
442	711	894
443	712	892
444	714	890
445	715	888
446	716	886
447	717	884
448	719	882
449	720	880
450	721	878
451	722	875
452	723	873
453	724	871
454	725	868
455	726	866
456	727	864
457	728	862
458	729	859
459	730	857
460	731	855
461	732	852
462	733	850
463	734	848
464	735	846
465	736	844
466	737	841
467	738	839
468	739	837
469	740	835
470	741	832
471	742	830
472	743	828
473	744	826
474	745	824
475	746	822
476	748	820
477	749	818
478	750	816
479	751	813
480	752	812
481	753	810
482	754	807
483	755	805
484	756	803
485	757	801
486	758	799
487	759	797
488	760	795
489	761	793
490	762	790
491	764	789
492	765	786
493	766	784
494	767	782
495	768	780
496	769	778
497	770	776
498	771	774
499	772	772
500	773	770
501	774	768
502	775	766
503	776	764
504	777	762
505	778	760
506	779	758
507	781	756
508	782	754
509	783	752
510	784	750
511	785	748
512	786	746
513	787	744
514	788	742
515	789	740
516	790	738
517	791	736
518	794	736
519	796	734
520	797	733
521	799	732
522	801	730
523	802	729
524	804	727
525	805	726
526	807	724
527	810	724
528	811	722
529	813	721
530	815	720
531	817	719
532	840	736
533	842	734
534	843	733
535	844	731
536	845	729
537	846	727
538	847	724
539	848	722
540	849	720
541	850	718
542	851	716
543	852	714
544	853	712
545	855	711
546	856	708
547	857	706
548	858	704
549	859	702
550	860	700
551	861	698
552	862	696
553	863	695
554	864	693
555	865	691
556	866	689
557	867	687
558	869	685
559	870	683
560	871	681
561	872	679
562	873	677
563	874	675
564	875	674
565	876	672
566	877	670
567	878	668
568	879	666
569	880	664
570	882	662
571	883	661
572	884	659
573	885	657
574	886	655
575	887	653
576	888	651
577	889	649
578	890	647
579	891	645
580	892	643
581	893	641
582	894	639
583	895	638
584	896	636
585	897	634
586	898	632
587	899	630
588	900	628
589	901	626
590	902	624
591	904	623
592	905	621
593	906	619
594	907	617
595	908	615
596	909	613
597	910	611
598	911	610
599	912	608
600	913	606
601	914	604
602	915	602
603	916	600
604	917	599
605	918	597
606	919	595
607	920	593
608	922	592
609	923	590
610	924	588
611	925	586
612	927	585
613	928	583
614	929	581
615	930	580
616	931	578
617	932	576
618	933	574
619	934	572
620	935	571
621	936	569
622	937	567
623	938	565
624	939	563
625	940	562
626	941	560
627	942	558
628	943	556
629	945	555
630	946	553
631	947	551
632	948	550
633	950	548
634	951	546
635	952	545
636	953	543
637	954	541
638	956	540
639	957	538
640	958	536
641	959	535
642	960	533
643	962	531
644	963	530
645	964	528
646	965	526
647	967	525
648	968	523
649	969	521
650	970	520
651	971	518
652	973	517
653	974	515
654	975	513
655	976	512
656	977	510
657	979	508
658	980	507
659	981	505
660	982	503
661	983	502
662	984	500
663	986	498
664	987	497
665	988	495
666	989	494
667	990	492
668	992	490
669	993	489
670	994	487
671	995	486
672	996	484
673	998	482
674	999	481
675	1000	479
676	1002	478
677	1003	476
678	1004	474
679	1005	473
680	1020	478
681	1035	482
682	1039	482
683	1041	481
684	1043	479
685	1044	478
686	1045	476
687	1046	474
688	1048	473
689	1049	471
690	1050	469
691	1051	468
692	1052	466
693	1054	464
694	1055	463
695	1056	461
696	1057	459
697	1058	458
698	1059	456
699	1061	454
700	1062	453
701	1063	451
702	1064	449
703	1066	448
704	1067	446
705	1067	444
706	1069	443
707	1070	441
708	1071	439
709	1072	438
710	1073	436
711	1075	434
712	1076	433
713	1077	431
714	1078	429
715	1080	428
716	1081	426
717	1082	425
718	1083	423
719	1084	421
720	1086	420
721	1087	418
722	1088	417
723	1089	415
724	1090	413
725	1092	412
726	1093	410
727	1094	408
728	1095	407
729	1097	405
730	1098	404
731	1099	402
732	1100	400
733	1101	399
734	1103	397
735	1104	396
736	1105	394
737	1106	392
738	1107	391
739	1109	389
740	1111	388
741	1112	386
742	1114	385
743	1115	383
744	1117	382
745	1118	380
746	1119	379
747	1120	377
748	1122	376
749	1123	374
750	1124	372
751	1125	371
752	1127	369
753	1128	368
754	1129	366
755	1130	364
756	1131	363
757	1133	361
758	1134	360
759	1135	358
760	1136	357
761	1137	355
762	1139	353
763	1140	352
764	1141	350
765	1142	349
766	1144	347
767	1145	346
768	1146	344
769	1147	342
770	1149	341
771	1150	339
772	1151	338
773	1152	336
774	1153	334
775	1155	333
776	1156	331
777	1157	330
778	1158	328
779	1159	327
780	1160	325
781	1162	323
782	1163	322
783	1164	320
784	1166	319
785	1167	317
786	1168	316
787	1169	314
788	1171	313
789	1172	311
790	1173	310
791	1174	308
792	1176	307
793	1177	305
794	1178	303
795	1179	302
796	1180	300
797	1182	299
798	1183	297
799	1184	296
800	1185	294
801	1186	293
802	1188	291
803	1189	289
804	1190	288
805	1191	286
806	1192	285
807	1194	283
808	1195	282
809	1196	280
810	1197	279
811	1198	277
812	1200	276
813	1201	274
814	1202	272
815	1203	271
816	1205	269
817	1206	268
818	1207	266
819	1208	265
820	1209	263
821	1210	262
822	1211	260
823	1212	258
824	1213	257
825	1214	255
826	1215	254
827	1216	252
828	1217	251
829	1218	249
830	1219	247
831	1220	246
832	1221	244
833	1222	243
834	1223	241
835	1224	240
836	1225	238
837	1226	237
838	1227	235
839	1228	234
840	1258	237
841	1261	236
842	1263	235
843	1265	233
844	1266	232
845	1267	230
846	1268	229
847	1269	227
848	1270	225
849	1271	224
850	1272	222
851	1273	221
852	1274	219
853	1275	218
854	1276	216
855	1277	214
856	1278	213
857	1279	211
858	1280	210
859	1281	208
860	1282	207
861	1283	205
862	1284	203
863	1285	202
864	1286	200
865	1287	199
866	1288	197
867	1289	196
868	1290	194
869	1291	193
870	1292	191
871	1293	189
872	1294	188
873	1295	186
874	1296	185
875	1298	183
876	1299	182
877	1300	180
878	1301	179
879	1302	177
880	1303	176
881	1304	174
882	1305	172
883	1306	171
884	1307	169
885	1308	168
886	1309	166
887	1310	165
888	1311	163
889	1312	162
890	1313	160
891	1314	159
892	1315	157
893	1316	156
894	1318	154
895	1319	153
896	1320	151
897	1321	150
898	1322	148
899	1323	147
900	1324	145
901	1325	144
902	1326	142
903	1328	141
904	1329	139
905	1330	138
906	1331	136
907	1332	135
908	1333	133
909	1334	132
910	1335	130
911	1336	128
912	1337	127
913	1338	125
914	1339	124
915	1340	122
916	1341	121
917	1343	119
918	1344	118
919	1345	116
920	1346	115
921	1347	113
922	1348	112
923	1349	110
924	1350	109
925	1351	107
926	1352	106
927	1353	105
928	1354	103
929	1355	102
930	1356	100
931	1357	99
932	1358	97
933	1359	96
934	1360	94
935	1361	93
936	1362	91
937	1363	90
938	1364	88
939	1365	87
940	1366	85
941	1367	84
942	1368	82
943	1369	81
944	1370	79
945	1371	78
946	1372	76
947	1373	75
948	1374	73
949	1375	72
950	1376	70
951	1377	69
952	1378	67
953	1379	66
954	1380	65
955	1381	63
956	1382	62
957	1383	60
958	1384	59
959	1385	57
960	1386	56
961	1388	54
962	1389	53
963	1390	51
964	1391	50
965	1392	48
966	1393	47
967	1394	46
968	1395	44
969	1396	43
970	1397	41
971	1398	40
972	1399	38
973	1400	37
974	1401	35
975	1402	34
976	1403	33
977	1404	31
978	1405	30
979	1406	28
980	1407	27
981	1408	25
982	1409	24
983	1410	22
984	1411	21
985	1412	20
986	1413	18
987	1414	17
988	1415	15
989	1416	14
990	1417	12
991	1418	11
992	1419	10
993	1420	8
994	1421	7
995	1422	5
996	1423	4
997	1425	2
998	1426	1
999	1427	0
